일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm)
2005-09-11 20:00,24.5,0,0,0.5
2005-09-11 21:00,24.1,0,0,0.5
2005-09-11 22:00,23.7,0,0,0.5
2005-09-11 23:00,23.7,0,0,0.5
2005-09-12 0:00,23.7,0,0,0
2005-09-12 1:00,23.4,0,0,0
2005-09-12 2:00,23.2,0,0,0
2005-09-12 3:00,22.8,0,0,0
2005-09-12 4:00,22.6,0,0,0
2005-09-12 5:00,22.6,0,0,0
2005-09-12 6:00,22.6,0,0,0
2005-09-12 7:00,22.6,0,0,0
2005-09-12 8:00,24.4,0,0,0
2005-09-12 9:00,26.2,66.2,0.4,0
2005-09-12 10:00,29,86.9,0.3,0
2005-09-12 11:00,29.3,286.3,0.7,0
2005-09-12 12:00,30,291.5,0.8,0
2005-09-12 13:00,30.7,174.2,1.6,0
2005-09-12 14:00,30.5,277.4,1.4,0
2005-09-12 15:00,30.8,265.9,1.4,0
2005-09-12 16:00,29.9,338,0.6,0
2005-09-12 17:00,29.4,156.4,0.8,0
2005-09-12 18:00,28.1,127.7,1.4,0
2005-09-12 19:00,27,172.8,1.2,0
2005-09-12 20:00,26.6,164.5,1.4,0
2005-09-12 21:00,26.2,169.9,1.5,0
2005-09-12 22:00,26,169.5,1.6,0
2005-09-12 23:00,26.1,179.2,2.2,0
2005-09-13 0:00,26.1,183.5,1.1,4
2005-09-13 1:00,25.4,188.6,1.5,4
2005-09-13 2:00,25.1,177.1,1.5,4
2005-09-13 3:00,24.8,170.6,1.3,4
2005-09-13 4:00,24.4,175.9,0.9,4
2005-09-13 5:00,24.3,182.7,0.8,4
2005-09-13 6:00,24.3,180.4,0.9,4
2005-09-13 7:00,24.3,0,0,4
2005-09-13 8:00,25.8,0,0.1,4
2005-09-13 9:00,27.3,282.7,0.3,4
2005-09-13 10:00,28.7,29.6,1.1,4
2005-09-13 11:00,28.8,79.6,1.1,4
2005-09-13 12:00,29.5,74.4,2,4
2005-09-13 13:00,27.9,108,2.4,4
2005-09-13 14:00,28.6,85.4,2.6,4
2005-09-13 15:00,27.9,94.4,2.4,4
2005-09-13 16:00,26.7,39.7,2.3,4
2005-09-13 17:00,27.3,64.8,2.2,4
2005-09-13 18:00,26.1,120.8,3.3,4
2005-09-13 19:00,26.2,42.4,3.4,4
2005-09-13 20:00,25.5,30.4,3,4
2005-09-13 21:00,25.1,34.6,1.9,4
2005-09-13 22:00,24.8,69.1,1,4
2005-09-13 23:00,24,130.2,1,4
2005-09-14 0:00,24,93.1,0.3,0
2005-09-14 1:00,24,0,0.1,0
2005-09-14 2:00,24.1,0,0.2,0
2005-09-14 3:00,23.7,0,0.2,0
2005-09-14 4:00,23.5,0,0.1,0
2005-09-14 5:00,23.7,0,0,0
2005-09-14 6:00,23.3,182,1.6,0
2005-09-14 7:00,23.3,181,0.8,0
2005-09-14 8:00,21,3,0.6,0
2005-09-14 9:00,20.4,343.3,0.5,0
2005-09-14 10:00,20.5,341.7,1.1,0
2005-09-14 11:00,20.2,353.8,1.7,0
2005-09-14 12:00,22.1,341.3,0.8,0
2005-09-14 13:00,23.3,341.1,2,0
2005-09-14 14:00,24.7,67.9,1.2,0
2005-09-14 15:00,24.4,92.8,4.2,0
2005-09-14 16:00,22.9,95.2,5.3,0
2005-09-14 17:00,21.9,93.8,5.9,0
2005-09-14 18:00,21.2,88.3,6.6,0
2005-09-14 19:00,20.7,114.5,5.4,0
2005-09-14 20:00,20.7,31.5,5.3,0
2005-09-14 21:00,20.4,77.5,4.8,0
2005-09-14 22:00,20,61.4,4.2,0
2005-09-14 23:00,19.8,83.3,2.3,0
2005-09-15 0:00,19.8,65.9,2.3,0
2005-09-15 1:00,19.8,48.6,3.3,0
2005-09-15 2:00,19.9,28.4,3,0
2005-09-15 3:00,19.1,15,2.7,0
2005-09-15 4:00,19.6,18,2.7,0
2005-09-15 5:00,19.7,53.9,4.1,0
2005-09-15 6:00,19.1,30.9,2.4,0
2005-09-15 7:00,19,39.1,2.8,0
2005-09-15 8:00,20.3,36.9,1.7,0
2005-09-15 9:00,21.5,29.6,2,0
2005-09-15 10:00,22.7,71.1,3.9,0
2005-09-15 11:00,23,58.5,4.6,0
2005-09-15 12:00,23.8,17.7,2.7,0
2005-09-15 13:00,23.2,29.7,3.7,0
2005-09-15 14:00,23.8,44.3,4.3,0
2005-09-15 15:00,23.3,2.6,3.6,0
2005-09-15 16:00,23,22.8,3.5,0
2005-09-15 17:00,22,128.6,4.3,0
2005-09-15 18:00,21.1,104.3,5.7,0
2005-09-15 19:00,20.5,108.5,6.7,0
2005-09-15 20:00,20.3,32.9,3.4,0
2005-09-15 21:00,20.2,59.8,4.8,0
2005-09-15 22:00,20,9.1,2.8,0
2005-09-15 23:00,19.5,334.7,1,0
2005-09-16 0:00,18.7,313.3,1.1,0
2005-09-16 1:00,18.2,275.8,0.8,0
2005-09-16 2:00,17.9,23.7,0.4,0
2005-09-16 3:00,17.5,0,0,0
2005-09-16 4:00,17.4,358.9,1.1,0
2005-09-16 5:00,16.7,0,0,0
2005-09-16 6:00,16.5,0,0,0
2005-09-16 7:00,16.9,345.2,0.5,0
2005-09-16 8:00,18.6,5.1,0.4,0
2005-09-16 9:00,20.8,300.5,0.9,0
2005-09-16 10:00,22.4,45.9,0.8,0
2005-09-16 11:00,22.7,112.1,1.3,0
2005-09-16 12:00,23.5,0,0.1,0
2005-09-16 13:00,24.3,187.5,0.9,0
2005-09-16 14:00,24.9,148.7,2.3,0
2005-09-16 15:00,24.6,155.2,1.7,0
2005-09-16 16:00,24.5,188.1,1.7,0
2005-09-16 17:00,24.1,157.8,1.4,0
2005-09-16 18:00,22.7,185.5,1.9,0
2005-09-16 19:00,21.9,171.3,1.8,0
2005-09-16 20:00,21.5,250.5,0.3,0
2005-09-16 21:00,21.5,179.3,1.6,0
2005-09-16 22:00,21.1,175.7,0.6,0
2005-09-16 23:00,20.7,0,0,0
2005-09-17 0:00,20.4,0,0.2,0
2005-09-17 1:00,21,184.8,1.3,0
2005-09-17 2:00,21.5,191,1.1,0
2005-09-17 3:00,21.1,277.8,0.7,0
2005-09-17 4:00,20.6,0,0,0
2005-09-17 5:00,21.4,0,0.1,0
2005-09-17 6:00,21.6,0,0.1,0
2005-09-17 7:00,21.4,0,0,0
2005-09-17 8:00,22.8,279,0.8,0
2005-09-17 9:00,24.2,196.7,1.3,0
2005-09-17 10:00,25.5,283.8,1.2,0
2005-09-17 11:00,25.9,288.6,1.4,0
2005-09-17 12:00,27.6,328,2.3,0
2005-09-17 13:00,28.2,261.5,2.1,0
2005-09-17 14:00,28,73.4,1.3,0
2005-09-17 15:00,28.2,73.4,1.7,0
2005-09-17 16:00,27.2,300.9,1.4,0
2005-09-17 17:00,27.2,27.2,1.2,0
2005-09-17 18:00,26.1,116.3,1.7,0
2005-09-17 19:00,24.8,168.9,1.7,0
2005-09-17 20:00,24.6,223.6,0.6,0
2005-09-17 21:00,24.4,24.6,1.2,0
2005-09-17 22:00,24,151.4,1.1,0
2005-09-17 23:00,23.9,173.4,0.8,0
2005-09-18 0:00,23.8,90.5,0.4,0
2005-09-18 1:00,23.9,168.1,1.5,0
2005-09-18 2:00,24.1,0,0.1,0
2005-09-18 3:00,24,0,0.2,0
2005-09-18 4:00,24.2,149.9,1.3,0
2005-09-18 5:00,24.4,173.8,0.8,0
2005-09-18 6:00,24.4,145.2,0.8,0
2005-09-18 7:00,24.5,127.8,0.5,0
2005-09-18 8:00,24.6,139.4,1.5,0
2005-09-18 9:00,25.9,114.1,0.5,0
2005-09-18 10:00,28.2,272.4,1.3,0
2005-09-18 11:00,28.1,,,0
2005-09-18 12:00,28.3,303.6,2.2,0
2005-09-18 13:00,28.3,183.2,1.6,0
2005-09-18 14:00,28,4.7,0.9,0
2005-09-18 15:00,27.2,56.6,0.9,0
2005-09-18 16:00,26.5,274,1.2,0
2005-09-18 17:00,26.3,114.5,0.8,0
2005-09-18 18:00,25.8,148.5,0.7,0
2005-09-18 19:00,25,115.5,0.8,0
2005-09-18 20:00,24.8,147.1,0.7,0
2005-09-18 21:00,24.9,134.3,0.6,0
2005-09-18 22:00,24.8,172.4,0.5,0
2005-09-18 23:00,24.7,188.5,1.4,0
2006-07-09 0:00,21.9,112.3,6.6,109
2006-07-09 1:00,21.2,174.6,1.6,109
2006-07-09 2:00,21.6,265.4,1.6,109
2006-07-09 3:00,21.5,257,1,109
2006-07-09 4:00,21.7,274.5,2.1,109
2006-07-09 5:00,22.2,106,3.2,109
2006-07-09 6:00,21.7,258,1.7,109
2006-07-09 7:00,22.1,166.5,2,109
2006-07-09 8:00,22.4,260.5,0.6,109
2006-07-09 9:00,21.9,141.8,0.6,109
2006-07-09 10:00,22.6,348.3,0.8,109
2006-07-09 11:00,23.9,78.4,3.5,109
2006-07-09 12:00,24.8,98.9,5.2,109
2006-07-09 13:00,26.1,65.8,2.9,109
2006-07-09 14:00,25.2,70.6,5.3,109
2006-07-09 15:00,25.6,97,4.9,109
2006-07-09 16:00,25.8,113.7,3.9,109
2006-07-09 17:00,25.6,332.7,2.9,109
2006-07-09 18:00,24.9,335.8,3,109
2006-07-09 19:00,25.8,71,2.3,109
2006-07-09 20:00,27,89.2,6.2,109
2006-07-09 21:00,27.1,79.5,4.1,109
2006-07-09 22:00,27,89.9,6.2,109
2006-07-09 23:00,26.4,83,5.6,109
2006-07-10 0:00,25.3,84,8.9,203
2006-07-10 1:00,24,84.5,11.1,203
2006-07-10 2:00,23.9,93.1,9.1,203
2006-07-10 3:00,23.7,87.9,9.3,203
2006-07-10 4:00,23.8,105.2,6.3,203
2006-07-10 5:00,23.8,40.7,4.8,203
2006-07-10 6:00,23.4,306.5,4.2,203
2006-07-10 7:00,23.5,339.5,4.6,203
2006-07-10 8:00,23.1,344,8.5,203
2006-07-10 9:00,23.6,350.6,9,203
2006-07-10 10:00,23.9,297.2,7.4,203
2006-07-10 11:00,24.2,204.6,8,203
2006-07-10 12:00,24,164,8,203
2006-07-10 13:00,23.7,165.9,6.4,203
2006-07-10 14:00,23.6,153.5,7.5,203
2006-07-10 15:00,24.2,122.9,5.4,203
2006-07-10 16:00,23,34.1,4.6,203
2006-07-10 17:00,23,9.9,4.2,203
2006-07-10 18:00,22.7,25.2,4,203
2006-07-10 19:00,22.1,31.5,3.8,203
2006-07-10 20:00,22.2,4.5,3.4,203
2006-07-10 21:00,22.5,25.6,3.1,203
2006-07-10 22:00,22.6,49.3,2.8,203
2006-07-10 23:00,22.5,47,2.7,203
2006-07-11 0:00,22.6,75.5,2.7,6.5
2006-07-11 1:00,22.4,53.2,1.8,6.5
2006-07-11 2:00,22.4,150.5,1.8,6.5
2006-07-11 3:00,22,84.7,1.3,6.5
2006-07-11 4:00,21.7,140.8,1.5,6.5
2006-07-11 5:00,21.6,167.1,1.4,6.5
2006-07-11 6:00,21.7,145.1,1.6,6.5
2006-07-11 7:00,22.3,99.4,1.5,6.5
2006-07-11 8:00,23,170.3,2.1,6.5
2006-07-11 9:00,25.2,195.7,1.3,6.5
2006-07-11 10:00,26,296.7,0.8,6.5
2006-07-11 11:00,25.4,75.3,1.5,6.5
2006-07-11 12:00,24.6,165.9,1,6.5
2006-07-11 13:00,24.8,77.5,0.7,6.5
2006-07-11 14:00,24.1,133.4,1.8,6.5
2006-07-11 15:00,23.6,137.6,1.7,6.5
2006-07-11 16:00,24,0,0.3,6.5
2006-07-11 17:00,24.2,0,0.4,6.5
2006-07-11 18:00,24.2,126.1,0.6,6.5
2006-07-11 19:00,24,171.1,1.2,6.5
2006-07-11 20:00,24.2,154.7,0.6,6.5
2006-07-11 21:00,24.3,114.9,1,6.5
2006-07-11 22:00,24.2,23.1,0.8,6.5
2006-07-11 23:00,24.7,209.4,0.9,6.5
2006-07-12 0:00,24.7,47.9,0.9,11
2006-07-12 1:00,24.6,0,0.4,11
2006-07-12 2:00,24.7,35.8,1.9,11
2006-07-12 3:00,24.9,26.2,0.8,11
2006-07-12 4:00,24.9,295,0.5,11
2006-07-12 5:00,24.9,29.3,2.4,11
2006-07-12 6:00,24.9,34.7,1.6,11
2006-07-12 7:00,25,23.9,2.4,11
2006-07-12 8:00,25,12.3,1.8,11
2006-07-12 9:00,25.4,13.8,2.2,11
2006-07-12 10:00,25.3,339.8,2.5,11
2006-07-12 11:00,26.5,17.1,2.4,11
2006-07-12 12:00,27.1,27.2,2.2,11
2006-07-12 13:00,26.8,13.2,2.1,11
2006-07-12 14:00,26.3,318,1.7,11
2006-07-12 15:00,26.2,45.1,2,11
2006-07-12 16:00,26,34.5,1.7,11
2006-07-12 17:00,26.3,33.4,2.2,11
2006-07-12 18:00,26.5,24.4,1.8,11
2006-07-12 19:00,26.1,25.7,1.3,11
2006-07-12 20:00,25.9,64.5,0.7,11
2006-07-12 21:00,25.8,154.1,1,11
2006-07-12 22:00,25.8,0,0.3,11
2006-07-12 23:00,25.7,184.7,1,11
2006-07-13 0:00,25.7,146.4,1.2,0
2006-07-13 1:00,25.6,0,0.4,0
2006-07-13 2:00,25.2,110.6,0.5,0
2006-07-13 3:00,25.4,50.5,0.7,0
2006-07-13 4:00,25.2,5.3,0.8,0
2006-07-13 5:00,25.3,161.1,0.8,0
2006-07-13 6:00,25.4,132.4,1.2,0
2006-07-13 7:00,25.5,86.7,0.5,0
2006-07-13 8:00,25.7,164,1,0
2006-07-13 9:00,27,91.9,1,0
2006-07-13 10:00,28.6,155.5,1.2,0
2006-07-13 11:00,28.8,181.7,1.4,0
2006-07-13 12:00,30,184.8,0.8,0
2006-07-13 13:00,29.8,255.1,1.6,0
2006-07-13 14:00,29.3,221.2,0.8,0
2006-07-13 15:00,31.1,337,1.8,0
2006-07-13 16:00,30.1,190.9,2,0
2006-07-13 17:00,30.8,47.6,1.2,0
2006-07-13 18:00,28.8,182.9,0.9,0
2006-07-13 19:00,28,152.2,1.1,0
2006-07-13 20:00,27.1,168.1,1.6,0
2006-07-13 21:00,26.7,166.5,2.2,0
2006-07-13 22:00,26.3,178.3,2.1,0
2006-07-13 23:00,26.2,165.4,2,0
2006-07-14 0:00,26.7,202.2,0.7,0
2006-07-14 1:00,26.2,200.7,1.5,0
2006-07-14 2:00,26.1,172.3,1.8,0
2006-07-14 3:00,26.1,177.8,1.8,0
2006-07-14 4:00,26,0,0.1,0
2006-07-14 5:00,25.5,179.5,2,0
2006-07-14 6:00,25.8,168.6,1.1,0
2006-07-14 7:00,26.1,162.5,1.2,0
2006-07-14 8:00,27.3,0,0.3,0
2006-07-14 9:00,29.1,338.9,0.7,0
2006-07-14 10:00,29.9,146.5,1.4,0
2006-07-14 11:00,30.5,281.5,1.4,0
2006-07-14 12:00,31.6,78.8,1.5,0
2006-07-14 13:00,30.5,195.2,1.9,0
2006-07-14 14:00,32.1,142,1.6,0
2006-07-14 15:00,31.3,90.6,1.7,0
2006-07-14 16:00,31.5,218.8,1.3,0
2006-07-14 17:00,31,130.3,1.6,0
2006-07-14 18:00,30.6,175.8,1.1,0
2006-07-14 19:00,29,0,0.2,0
2006-07-14 20:00,27.7,156.6,0.5,0
2006-07-14 21:00,27.3,154.8,0.7,0
2006-07-14 22:00,27.4,0,0,0
2006-07-14 23:00,27.4,87.2,0.8,0
2006-07-15 0:00,26.7,98.3,0.5,32.5
2006-07-15 1:00,26.4,273.5,0.9,32.5
2006-07-15 2:00,26.3,98.3,0.8,32.5
2006-07-15 3:00,25.6,146.2,1,32.5
2006-07-15 4:00,25.3,15.5,1.2,32.5
2006-07-15 5:00,25.4,115,1.2,32.5
2006-07-15 6:00,25.4,204.2,0.7,32.5
2006-07-15 7:00,26.3,10.5,1.7,32.5
2006-07-15 8:00,27.1,16.1,1.4,32.5
2006-07-15 9:00,27.7,216.4,1,32.5
2006-07-15 10:00,28.8,24.7,1.7,32.5
2006-07-15 11:00,28.6,71.2,1.4,32.5
2006-07-15 12:00,28.7,27.5,1.9,32.5
2006-07-15 13:00,28.8,34.2,1.6,32.5
2006-07-15 14:00,26.8,47.7,2.1,32.5
2006-07-15 15:00,25.6,62.3,1.3,32.5
2006-07-15 16:00,26.5,61.1,0.8,32.5
2006-07-15 17:00,26.5,120,1.5,32.5
2006-07-15 18:00,26.7,40.3,1.3,32.5
2006-07-15 19:00,25.9,133.1,1.9,32.5
2006-07-15 20:00,25.7,100.5,1,32.5
2006-07-15 21:00,25.4,127.6,0.7,32.5
2006-07-15 22:00,25.5,80.4,0.7,32.5
2006-07-15 23:00,25.3,134.6,1.1,32.5
2006-07-16 0:00,25.2,0,0.4,11
2006-07-16 1:00,25.3,66.6,0.8,11
2006-07-16 2:00,25,67.9,0.7,11
2006-07-16 3:00,25,62.6,0.8,11
2006-07-16 4:00,25,102.5,1.2,11
2006-07-16 5:00,24.9,152,0.9,11
2006-07-16 6:00,24.9,77.5,2,11
2006-07-16 7:00,24.9,94.4,1,11
2006-07-16 8:00,25,84.7,1,11
2006-07-16 9:00,25.2,114.6,0.8,11
2006-07-16 10:00,25.5,276.2,0.5,11
2006-07-16 11:00,26.1,4.4,1,11
2006-07-16 12:00,25,158,2.3,11
2006-07-16 13:00,23.6,340.3,1.8,11
2006-07-16 14:00,24.2,275.8,1.8,11
2006-07-16 15:00,23.2,0,0.2,11
2006-07-16 16:00,22.8,268.6,0.6,11
2006-07-16 17:00,23.2,0,0,11
2006-07-16 18:00,22.9,126.8,1.1,11
2006-07-16 19:00,23.1,134.6,1.7,11
2006-07-16 20:00,23.5,135.5,1.3,11
2006-07-16 21:00,24.2,66,1,11
2006-07-16 22:00,24.4,112.8,0.9,11
2006-07-16 23:00,24.9,115.3,1.1,11
2006-07-17 0:00,24.9,80.6,1.4,16
2006-07-17 1:00,24.6,154.8,1.2,16
2006-07-17 2:00,24.5,127.8,1.6,16
2006-07-17 3:00,24.5,132.9,1.6,16
2006-07-17 4:00,24.6,130,1.8,16
2006-07-17 5:00,24.7,107.7,1.8,16
2006-07-17 6:00,24.5,145.7,1.4,16
2006-07-17 7:00,24.7,122.2,1.3,16
2006-07-17 8:00,25.1,152.3,1.9,16
2006-07-17 9:00,23.7,320.1,2.1,16
2006-07-17 10:00,23.3,260.9,0.6,16
2006-07-17 11:00,22,0,0.2,16
2006-07-17 12:00,20.9,332.9,3,16
2006-07-17 13:00,20.9,107.5,3.2,16
2006-07-17 14:00,20.7,48,4.5,16
2006-07-17 15:00,20.6,65.9,3.6,16
2006-07-17 16:00,19.9,336.1,1.7,16
2006-07-17 17:00,20.2,26.8,1.5,16
2006-07-17 18:00,20.6,331.5,0.8,16
2006-07-17 19:00,20.4,193.9,0.5,16
2006-07-17 20:00,20.3,266.1,0.5,16
2006-07-17 21:00,20.3,0,0.4,16
2006-07-17 22:00,20.3,175.3,0.6,16
2006-07-17 23:00,20.2,0,0.1,16
2006-07-18 0:00,20.1,0,0,30
2006-07-18 1:00,20,0,0.1,30
2006-07-18 2:00,20,0,0.1,30
2006-07-18 3:00,20.1,0,0.4,30
2006-07-18 4:00,20.4,110.3,0.5,30
2006-07-18 5:00,21.6,162,2,30
2006-07-18 6:00,22.3,141.9,1.1,30
2006-07-18 7:00,22.5,85.8,0.8,30
2006-07-18 8:00,22.7,0,0.3,30
2006-07-18 9:00,23.3,54.2,0.5,30
2006-07-18 10:00,23.7,28,1,30
2006-07-18 11:00,23.9,344.4,1,30
2006-07-18 12:00,24.2,9.3,0.8,30
2006-07-18 13:00,24.3,132.8,1.5,30
2006-07-18 14:00,24.2,41.2,1.7,30
2006-07-18 15:00,24.6,100.1,1.6,30
2006-07-18 16:00,24.7,101.5,2.3,30
2006-07-18 17:00,24.5,162.7,1.7,30
2006-07-18 18:00,24.4,180.8,1.2,30
2006-07-18 19:00,21.3,0,0.2,30
2006-07-18 20:00,20.9,304,1.3,30
2006-07-18 21:00,20.3,278.8,0.9,30
2006-07-18 22:00,20,347.9,0.9,30
2006-07-18 23:00,20.1,0,0.3,30
2006-07-19 0:00,20.3,107.6,3.6,36
2006-07-19 1:00,19.5,6.5,1.4,36
2006-07-19 2:00,19.4,337.9,1.7,36
2006-07-19 3:00,19.4,359.8,0.9,36
2006-07-19 4:00,19.9,341.8,2.1,36
2006-07-19 5:00,19.6,339,2.4,36
2006-07-19 6:00,20.7,46.3,4.9,36
2006-07-19 7:00,20.5,41.9,4.9,36
2006-07-19 8:00,20.4,44.5,6.7,36
2006-07-19 9:00,20.3,32.7,6.8,36
2006-07-19 10:00,20.3,45.8,5.1,36
2006-07-19 11:00,19.9,117.6,6.8,36
2006-07-19 12:00,19.6,101.7,6.6,36
2006-07-19 13:00,20,38.5,5.6,36
2006-07-19 14:00,20.1,28.7,6.9,36
2006-07-19 15:00,19.9,57.4,4.8,36
2006-07-19 16:00,19.7,93.7,5.3,36
2006-07-19 17:00,19.5,43.2,5.3,36
2006-07-19 18:00,19.5,41.4,6.4,36
2006-07-19 19:00,19.2,94.7,6.9,36
2006-07-19 20:00,19.2,47.5,7.9,36
2006-07-19 21:00,18.8,33.4,7,36
2006-07-19 22:00,18.7,37.7,6.4,36
2006-07-19 23:00,19,20,4.2,36
2006-07-20 0:00,18.2,351.9,2,27
2006-07-20 1:00,17.9,341.4,2.4,27
2006-07-20 2:00,18.3,32.8,3.8,27
2006-07-20 3:00,18.9,41.1,3.5,27
2006-07-20 4:00,19.1,34.8,5.8,27
2006-07-20 5:00,18.9,39.2,5.1,27
2006-07-20 6:00,19,52.6,5.1,27
2006-07-20 7:00,19.2,44.7,3.4,27
2006-07-20 8:00,19.6,57,4,27
2006-07-20 9:00,20.1,36.1,4.6,27
2006-07-20 10:00,19.6,44.4,6.2,27
2006-07-20 11:00,19.7,60.5,1.4,27
2006-07-20 12:00,20.1,73.4,4.9,27
2006-07-20 13:00,20.5,47.9,5.1,27
2006-07-20 14:00,20.3,62,5.1,27
2006-07-20 15:00,20.1,79.1,7.8,27
2006-07-20 16:00,20.1,83.3,10.2,27
2006-07-20 17:00,20.2,65,6.2,27
2006-07-20 18:00,20.2,37.6,5.7,27
2006-07-20 19:00,19.1,334.2,2.5,27
2006-07-20 20:00,18.7,332.9,2.3,27
2006-07-20 21:00,18.6,336.9,2.3,27
2006-07-20 22:00,18.8,0,0,27
2006-07-20 23:00,18.8,325.2,0.7,27
2006-07-21 0:00,18.9,0,0.2,0.5
2006-07-21 1:00,18.8,0,0.4,0.5
2006-07-21 2:00,18.7,20.6,0.7,0.5
2006-07-21 3:00,18.7,0,0.1,0.5
2006-07-21 4:00,18.7,0,0.1,0.5
2006-07-21 5:00,18.8,0,0,0.5
2006-07-21 6:00,19,0,0.1,0.5
2006-07-21 7:00,19.1,0,0,0.5
2006-07-21 8:00,19.5,0,0,0.5
2006-07-21 9:00,20,306.9,0.5,0.5
2006-07-21 10:00,20.3,0,0.3,0.5
2006-07-21 11:00,20.3,0,0.4,0.5
2006-07-21 12:00,20.7,0,0.3,0.5
2006-07-21 13:00,22.3,155.5,1,0.5
2006-07-21 14:00,23.1,232.1,1.3,0.5
2006-07-21 15:00,23.4,184.8,1.6,0.5
2006-07-21 16:00,23.7,194.5,1.2,0.5
2006-07-21 17:00,23.5,0,0.2,0.5
2006-07-21 18:00,22.9,177.3,0.7,0.5
2006-07-21 19:00,22.2,200.6,1.3,0.5
2006-07-21 20:00,21.6,196.2,0.8,0.5
2006-07-21 21:00,21.2,182.7,0.6,0.5
2006-07-21 22:00,20.9,190.1,0.6,0.5
2006-07-21 23:00,21,178.7,2.5,0.5
2006-07-22 0:00,20.6,0,0.4,0
2006-07-22 1:00,20.4,0,0.2,0
2006-07-22 2:00,20.5,172,1,0
2006-07-22 3:00,20.4,211.9,0.6,0
2006-07-22 4:00,20.1,125.6,0.6,0
2006-07-22 5:00,20.1,180.7,1.2,0
2006-07-22 6:00,20.3,180.5,1.1,0
2006-07-22 7:00,20.7,0,0,0
2006-07-22 8:00,21.7,165.3,1.2,0
2006-07-22 9:00,23.4,190.4,0.5,0
2006-07-22 10:00,24.4,202.3,1,0
2006-07-22 11:00,26.2,165.4,1.2,0
2006-07-22 12:00,26.8,188.8,2.4,0
2006-07-22 13:00,27.4,195.1,2.3,0
2006-07-22 14:00,26.9,198.5,2.5,0
2006-07-22 15:00,28,189.8,2.1,0
2006-07-22 16:00,28.8,215.3,1.2,0
2006-07-22 17:00,27,166,1.2,0
2006-07-22 18:00,25.8,177.9,2.3,0
2006-07-22 19:00,25.2,145.5,2.7,0
2006-07-22 20:00,24.6,182,3,0
2006-07-22 21:00,24,183.2,3.5,0
2006-07-22 22:00,23.7,188.4,2.1,0
2006-07-22 23:00,23.5,0,0.3,0
2006-07-23 0:00,23.2,0,0.2,0
2006-07-23 1:00,22.8,0,0.3,0
2006-07-23 2:00,22.9,0,0.2,0
2006-07-23 3:00,21.9,208.5,0.6,0
2006-07-23 4:00,21.6,198.4,0.5,0
2006-07-23 5:00,21.7,0,0.3,0
2006-07-23 6:00,21.3,188.2,0.7,0
2006-07-23 7:00,21.5,0,0,0
2006-07-23 8:00,22.1,350.7,1,0
2006-07-23 9:00,22.1,40.1,1,0
2006-07-23 10:00,22.5,17.9,0.5,0
2006-07-23 11:00,23.7,15.5,0.9,0
2006-07-23 12:00,24.9,0,0.2,0
2006-07-23 13:00,24.1,179.4,1.7,0
2006-07-23 14:00,25.5,18.8,1,0
2006-07-23 15:00,24.7,324.1,1.3,0
2006-07-23 16:00,24.2,144.5,2.1,0
2006-07-23 17:00,23.6,119.2,1.8,0
2006-07-23 18:00,23,87.2,2.9,0
2006-07-23 19:00,21.7,111.9,3.7,0
2006-07-23 20:00,22,296.6,1.1,0
2006-07-23 21:00,21.5,0,0.4,0
2006-07-23 22:00,21.3,0,0.4,0
2006-07-23 23:00,21.1,261.3,0.5,0
2006-07-24 0:00,20.8,0,0.2,0
2006-07-24 1:00,20.7,0,0.1,0
2006-07-24 2:00,20.5,0,0,0
2006-07-24 3:00,20.4,0,0.2,0
2006-07-24 4:00,20.2,98.6,0.5,0
2006-07-24 5:00,20.2,0,0,0
2006-07-24 6:00,20.4,239.7,0.6,0
2006-07-24 7:00,20.3,0,0.2,0
2006-07-24 8:00,20.8,0,0.4,0
2006-07-24 9:00,20.7,289.6,1.4,0
2006-07-24 10:00,21.6,284.4,0.9,0
2006-07-24 11:00,22.5,293.7,1,0
2006-07-24 12:00,23,323.4,0.6,0
2006-07-24 13:00,23.6,0,0.3,0
2006-07-24 14:00,23.7,31.3,0.9,0
2006-07-24 15:00,23.8,271.2,0.9,0
2006-07-24 16:00,24.3,0,0.4,0
2006-07-24 17:00,23.8,128.1,0.6,0
2006-07-24 18:00,22.7,183.3,0.9,0
2006-07-24 19:00,22.1,163.6,2.4,0
2006-07-24 20:00,21.8,104.2,3.1,0
2006-07-24 21:00,21.6,177.8,0.6,0
2006-07-24 22:00,21.5,197.6,0.5,0
2006-07-24 23:00,21.5,0,0.2,0
2006-07-25 0:00,21.2,0,0,0
2006-07-25 1:00,21.4,0,0.2,0
2006-07-25 2:00,21.3,0,0.4,0
2006-07-25 3:00,21.2,0,0,0
2006-07-25 4:00,20.8,154.9,0.5,0
2006-07-25 5:00,21,0,0,0
2006-07-25 6:00,21,0,0,0
2006-07-25 7:00,21.2,0,0.2,0
2006-07-25 8:00,22,48.5,1.1,0
2006-07-25 9:00,24.7,102.2,0.8,0
2006-07-25 10:00,26.6,50.6,1.4,0
2006-07-25 11:00,28.2,96.5,3,0
2006-07-25 12:00,28.5,92.7,4.2,0
2006-07-25 13:00,26.2,135.7,4.6,0
2006-07-25 14:00,26.4,143.4,3.5,0
2006-07-25 15:00,26.8,141.5,1.6,0
2006-07-25 16:00,25.9,0,0.4,0
2006-07-25 17:00,25.4,181.1,0.7,0
2006-07-25 18:00,25.1,193.2,0.6,0
2006-07-25 19:00,23.7,272.1,1.6,0
